TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;6,22;;-10,95;0,89;0,33;27,68;9,63;-7,04;8,01;10,73;2,72;0,30;0,77;33,34;-0,44;1,04;-8,17;-3,01;6,82;0,37;0,62;0,43;2,55;;352.389,45;6,95;-0,57;0,18;947.675.978,04
ABCB4;22,70;8,57;5,74;0,84;0,09;21,67;12,42;10,32;4,77;4,77;;;0,59;-2,42;-0,09;0,20;14,71;1,56;;0,11;0,89;0,15;35,11;14,24;6.753.206,73;26,90;3,96;0,59;5.553.710.653,90
ABEV3;12,35;8,51;13,20;2,11;1,37;51,50;25,06;16,08;8,47;7,84;-0,63;-0,16;2,12;49,66;-1,92;1,11;15,95;10,38;18,73;0,65;0,34;0,65;11,20;4,60;302.943.922,23;5,87;0,94;5,33;194.656.238.636,60
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;;-1,21;-0,38;-0,58;25.439.770,20
AERI3;4,13;;-0,22;-4,04;0,13;5,17;-87,08;-112,32;-0,29;-2,10;-1,81;;0,25;1,17;-0,20;1,41;-1.823,36;-56,67;-58,22;-0,03;1,03;0,50;12,70;;494.478,50;-1,02;-18,65;0,00;256.556.409,48
AESB3;8,12;;-17,01;1,70;0,37;27,59;23,00;-10,02;7,41;18,23;10,82;2,49;1,70;-15,45;-0,42;0,84;-10,02;-2,15;5,10;0,21;0,73;0,21;;;13.684.494,00;4,76;-0,48;-0,08;6.973.842.690,64
AFLT3;7,37;5,82;17,80;1,93;1,32;54,38;48,60;34,47;12,63;12,83;0,20;0,03;6,14;9,73;-1,74;2,24;10,86;7,40;11,23;0,68;0,32;0,21;17,36;0,67;1.831,25;3,81;0,41;-2,50;464.934.239,00
AGRO3;20,55;7,57;15,29;0,97;0,55;28,86;17,49;11,78;10,29;15,91;5,62;0,53;1,80;4,06;-0,79;1,79;6,34;3,60;4,20;0,57;0,43;0,31;10,70;2,91;2.303.759,05;21,21;1,34;-0,39;2.110.144.774,20
AGXY3;5,72;;-0,03;-0,05;0,03;-4,18;-59,21;-86,99;-0,05;-0,68;-0,63;;0,03;-0,03;-0,06;0,33;-145,31;-83,71;433,24;-0,58;1,58;0,96;24,29;;101.236,59;-118,43;-172,09;0,00;97.065.946,12
AHEB3;31,95;;2,63;1,09;0,50;19,41;12,54;15,36;3,22;3,15;-0,11;-0,04;0,40;1,54;-0,89;4,03;41,26;19,10;26,80;0,46;0,54;1,24;44,62;;3.195,00;29,44;12,15;-0,15;276.112.605,15
AHEB5;58,00;;4,77;1,97;0,91;19,41;12,54;15,36;5,85;3,15;-0,11;-0,04;0,73;2,79;-1,61;4,03;41,26;19,10;26,80;0,46;0,54;1,24;44,62;;0,00;29,44;12,15;-0,28;276.112.605,15
AHEB6;55,00;;4,53;1,87;0,86;19,41;12,54;15,36;5,55;3,15;-0,11;-0,04;0,70;2,65;-1,53;4,03;41,26;19,10;26,80;0,46;0,54;1,24;44,62;;5.500,00;29,44;12,15;-0,27;276.112.605,15
ALLD3;8,21;24,78;6,97;0,52;0,23;11,61;3,27;2,07;4,43;5,64;1,21;0,14;0,14;0,75;-0,83;1,76;7,44;3,34;7,88;0,45;0,55;1,61;8,27;2,08;1.343.434,23;15,82;1,18;-0,25;777.774.432,10
ALOS3;24,08;4,99;17,73;0,97;0,49;74,56;55,52;26,33;8,41;6,50;-1,91;-0,22;4,67;5,22;-0,58;2,91;5,48;2,79;10,76;0,51;0,46;0,11;29,82;101,81;71.337.254,36;24,77;1,36;1,96;13.073.920.768,72
ALPA3;10,37;0,93;27,26;1,71;1,14;46,65;5,85;5,97;27,83;26,94;-0,71;-0,04;1,63;4,21;-2,24;2,25;6,29;4,19;4,82;0,67;0,33;0,70;2,05;-1,06;42.530,86;6,05;0,38;-0,23;7.035.258.027,52
ALPA4;10,23;1,04;26,89;1,69;1,13;46,65;5,85;5,97;27,46;26,94;-0,71;-0,04;1,60;4,15;-2,21;2,25;6,29;4,19;4,82;0,67;0,33;0,70;2,05;-1,06;17.644.182,18;6,05;0,38;-0,23;7.035.258.027,52
ALPK3;2,98;;-187,42;1,86;0,25;32,65;13,48;-0,20;2,82;8,18;5,36;3,53;0,38;-8,33;-0,32;0,88;-0,99;-0,13;11,67;0,13;0,86;0,66;7,96;;362.366,18;1,60;-0,02;2,06;653.531.084,34
ALUP11;30,35;2,97;9,64;1,17;0,32;69,38;65,43;24,01;3,54;6,75;3,21;1,06;2,31;2,87;-0,40;2,13;12,11;3,31;11,18;0,27;0,62;0,14;-2,71;3,11;28.657.914,18;26,00;3,15;0,23;10.004.175.413,45
ALUP3;10,57;2,84;10,07;1,22;0,33;69,38;65,43;24,01;3,70;6,75;3,21;1,06;2,42;3,00;-0,42;2,13;12,11;3,31;11,18;0,27;0,62;0,14;-2,71;3,11;41.476,86;8,67;1,05;0,24;10.004.175.413,45
ALUP4;9,88;3,04;9,42;1,14;0,31;69,38;65,43;24,01;3,45;6,75;3,21;1,06;2,26;2,81;-0,39;2,13;12,11;3,31;11,18;0,27;0,62;0,14;-2,71;3,11;72.304,59;8,67;1,05;0,23;10.004.175.413,45
AMAR3;1,32;;-11,12;2,34;0,34;51,34;12,16;-4,04;3,69;7,30;3,61;2,29;0,45;-1,61;-0,45;0,56;-21,07;-3,02;18,95;0,14;0,86;0,75;-13,55;;395.277,05;0,56;-0,12;0,12;677.761.976,76
AMBP3;12,70;;-82,67;19,40;1,25;18,22;17,36;-3,54;16,87;21,93;5,06;5,81;2,93;4,57;-2,21;2,72;-23,47;-1,52;8,91;0,06;0,87;0,43;67,64;;6.001.586,68;0,65;-0,15;4,34;21.214.317.363,00
AMER3;6,49;;0,14;0,30;0,08;29,46;-2,68;63,18;-3,37;-6,24;-2,87;0,25;0,09;0,62;-0,13;1,49;207,93;56,25;-142,53;0,27;0,73;0,89;16,22;;15.173.014,23;21,85;45,44;0,00;1.299.589.770,93
AMOB3;12,40;;;;;3,60;-46,82;-57,58;;;-0,01;;;;;0,19;-2.595,29;-6.030,26;2.660,36;-2,32;3,32;104,73;;;935.493,18;;;;0,00
ANIM3;3,41;1,57;9,80;0,58;0,14;61,00;23,44;3,62;1,51;5,94;4,42;1,69;0,36;1,06;-0,18;2,22;5,91;1,41;10,41;0,24;0,70;0,39;26,33;;22.836.520,55;5,89;0,35;-0,04;1.377.192.625,05
APER3;46,75;;-32,82;2,02;1,01;100,00;6,60;-8,16;40,57;43,31;2,74;0,14;2,68;115,28;-1,38;1,03;-6,15;-3,09;2,91;0,50;0,50;0,38;29,52;;51.166,00;23,16;-1,42;0,16;953.269.946,75
APTI3;197,64;;0,13;0,01;0,01;100,11;36,55;70,66;0,26;0,37;-2,23;-0,12;0,09;0,02;-0,01;9,00;10,21;5,45;2,60;0,53;0,47;0,08;-2,98;;;14.644,64;1.495,24;0,00;37.417.457,40
APTI4;2.930,92;;1,96;0,20;0,11;100,11;36,55;70,66;3,79;0,37;-2,23;-0,12;1,39;0,26;-0,20;9,00;10,21;5,45;2,60;0,53;0,47;0,08;-2,98;;0,00;14.644,64;1.495,24;-0,05;37.417.457,40
ARML3;3,86;5,84;18,23;1,09;0,29;35,93;22,91;3,94;3,14;7,61;4,47;1,55;0,72;1,56;-0,43;2,42;5,95;1,60;11,04;0,27;0,72;0,41;95,79;51,59;3.331.639,68;3,56;0,21;-0,29;1.337.467.214,42
ASAI3;9,93;1,08;14,58;2,40;0,30;16,67;5,36;1,21;3,29;6,26;2,97;2,17;0,18;9,37;-0,46;1,11;16,47;2,08;17,91;0,13;0,87;1,72;21,32;-2,51;125.735.604,91;4,14;0,68;0,38;13.439.621.456,07
AURA33;57,50;4,02;-35,51;16,37;1,96;49,36;42,08;-9,03;7,62;8,58;0,95;2,05;3,21;68,53;-2,65;1,12;-46,12;-5,53;34,25;0,12;0,88;0,61;29,10;;13.796.079,45;3,51;-1,62;-0,34;12.488.745.562,50
AURE3;10,65;0,54;-15,97;0,88;0,23;19,44;13,73;-6,34;7,37;20,39;13,01;1,56;1,01;4,80;-0,28;1,36;-5,52;-1,42;3,55;0,26;0,71;0,22;;;47.051.733,64;12,08;-0,67;-0,20;11.186.525.423,10
AVLL3;1,74;;-5,67;-2,53;0,25;37,40;21,30;-8,65;2,30;5,66;3,35;;0,49;-4,52;-0,40;0,88;-44,56;-4,36;24,32;-0,10;1,07;0,50;32,82;;22.423,86;-0,69;-0,31;0,08;339.874.306,14
AZEV3;0,45;;-2,14;0,34;0,12;-0,65;-27,51;-65,71;-5,11;-20,18;-14,77;0,99;1,41;-1,58;-0,16;0,74;-16,00;-5,69;-9,19;0,36;0,64;0,09;144,07;;750.303,36;1,32;-0,21;0,08;282.371.092,25
AZEV4;0,49;;-2,33;0,37;0,13;-0,65;-27,51;-65,71;-5,56;-20,18;-14,77;0,99;1,53;-1,72;-0,17;0,74;-16,00;-5,69;-9,19;0,36;0,64;0,09;144,07;;850.923,95;1,32;-0,21;0,09;282.371.092,25
AZTE3;0,46;;;;;;;;;;;;;;;;;;;;;;;;1.920.227,32;;;;0,00
AZUL4;1,33;;0,23;-0,15;0,15;29,19;17,10;81,72;1,12;9,21;8,86;;0,19;-0,28;-0,20;0,34;-65,94;63,84;42,77;-0,97;1,97;0,78;11,28;;46.285.901,05;-8,61;5,68;0,00;1.229.486.519,64
AZZA3;31,45;1,83;8,17;0,78;0,42;54,72;6,76;6,88;8,31;11,14;2,83;0,27;0,56;2,50;-0,75;1,61;9,53;5,12;0,36;0,54;0,46;0,74;37,92;37,42;65.856.095,86;40,39;3,85;0,10;6.494.104.618,85
B3SA3;13,01;2,27;14,23;3,47;1,46;90,57;58,91;44,65;10,79;10,77;-0,01;0,00;6,35;6,75;-2,24;2,62;24,40;10,24;9,27;0,42;0,58;0,23;12,34;12,15;295.504.720,14;3,75;0,91;0,94;68.517.165.000,00
BAHI3;4,51;;-1,66;1,84;0,26;56,98;-7,21;-20,37;-4,70;-6,22;-1,52;0,60;0,34;-1,15;-0,29;0,31;-110,79;-15,70;-17,28;0,14;0,79;0,77;46,22;;16.499,00;2,45;-2,71;0,00;119.021.524,82
BALM3;20,80;3,08;7,17;1,12;0,71;62,09;20,86;13,02;4,48;2,73;-1,34;-0,34;0,93;1,37;-2,62;3,46;15,66;9,89;14,03;0,63;0,37;0,76;5,42;35,38;2.362,86;18,52;2,90;0,07;185.220.000,00
BALM4;17,00;7,99;5,86;0,92;0,58;62,09;20,86;13,02;3,66;2,73;-1,34;-0,34;0,76;1,12;-2,14;3,46;15,66;9,89;14,03;0,63;0,37;0,76;5,42;35,38;23.310,87;18,52;2,90;0,05;185.220.000,00
BAUH3;0,00;;0,00;0,00;0,00;25,05;8,24;10,69;0,00;;-2,70;-0,43;0,00;0,00;0,00;1,92;20,76;14,49;13,86;0,70;0,30;1,36;6,53;0,98;;26,02;5,40;0,00;
BAUH4;86,97;1,42;16,10;3,34;2,33;25,05;8,24;10,69;20,88;;-2,70;-0,43;1,72;8,92;-5,15;1,92;20,76;14,49;13,86;0,70;0,30;1,36;6,53;0,98;81.172,33;26,02;5,40;0,55;
BAZA3;79,00;10,14;3,59;0,66;0,08;10,24;25,41;23,66;3,34;3,34;;;0,85;80,84;-0,08;;18,42;2,17;;0,12;0,88;0,09;26,63;34,96;449.241,68;119,36;21,99;-1,40;4.428.606.885,00
BBAS3;21,40;8,93;6,54;0,67;0,05;34,96;2,96;6,48;14,33;14,33;;;0,42;2,06;-0,05;11,97;10,31;0,77;;0,07;0,92;0,12;17,31;2,74;757.029.979,91;31,76;3,27;-0,14;122.639.848.456,00
BBDC3;14,61;7,74;7,38;0,89;0,07;31,68;8,22;8,95;8,03;8,68;;;0,66;0,76;-0,08;11,31;12,05;0,98;;0,08;0,92;0,11;11,40;-0,05;88.671.510,36;16,43;1,98;0,13;167.229.309.072,00
BBDC4;16,97;7,42;8,57;1,03;0,08;31,68;8,22;8,95;9,33;8,68;;;0,77;0,88;-0,09;11,31;12,05;0,98;;0,08;0,92;0,11;11,40;-0,05;400.950.598,59;16,43;1,98;0,15;167.229.309.072,00
BBML3;3.936,42;;-953,24;-726,01;151,19;-1,36;-9,39;-11,16;-1.133,67;-1.136,71;-3,04;;106,40;-192,44;-213,85;0,27;-76,16;-15,86;-166,64;-0,21;1,21;1,42;25,94;;;-5,42;-4,13;-0,35;160.451.699.191,56
BBSE3;32,45;13,13;7,28;6,18;3,04;;;;6,55;6,55;;;;22,53;-5,70;1,40;84,97;41,71;;0,49;0,51;0,00;;6,01;208.487.994,36;5,25;4,46;1,15;64.900.000.000,00
BDLL3;7,55;;-0,62;-0,05;0,02;18,85;-40,93;-35,53;-0,54;-8,13;-7,55;;0,22;-0,04;-0,04;0,44;-7,97;-3,78;47,26;-0,47;1,47;0,11;-2,75;;9.031,56;-153,42;-12,22;0,01;12.923.886,80
BDLL4;8,40;;-0,69;-0,05;0,03;18,85;-40,93;-35,53;-0,60;-8,13;-7,55;;0,24;-0,05;-0,04;0,44;-7,97;-3,78;47,26;-0,47;1,47;0,11;-2,75;;0,00;-153,42;-12,22;0,01;12.923.886,80
BEEF3;6,18;;-7,26;4,31;0,14;19,01;7,07;-1,91;1,96;6,48;4,52;9,92;0,14;0,88;-0,36;1,34;-59,34;-1,90;10,74;0,03;0,95;1,00;14,75;;68.905.615,23;1,44;-0,85;0,01;6.146.221.337,46
BEES3;8,34;5,72;7,78;1,23;0,07;31,53;10,44;7,81;5,82;5,80;;;0,61;0,36;-0,09;;15,77;0,96;;0,06;0,94;0,12;17,11;11,60;153.618,00;6,80;1,07;0,61;2.891.646.749,42
BEES4;8,27;6,24;7,71;1,22;0,07;31,53;10,44;7,81;5,77;5,80;;;0,60;0,35;-0,09;;15,77;0,96;;0,06;0,94;0,12;17,11;11,60;80.904,14;6,80;1,07;0,60;2.891.646.749,42
BFRE11;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;
BFRE12;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;
BGIP3;37,00;7,34;5,28;0,96;0,06;35,60;15,59;10,90;3,69;3,24;;;0,58;8,87;-0,06;;18,15;1,22;;0,07;0,93;0,11;13,57;12,55;23.233,17;38,62;7,01;0,03;699.778.704,30
BGIP4;27,95;10,68;3,99;0,72;0,05;35,60;15,59;10,90;2,79;3,24;;;0,43;6,70;-0,05;;18,15;1,22;;0,07;0,93;0,11;13,57;12,55;29.193,50;38,62;7,01;0,02;699.778.704,30
BHIA3;4,25;;-1,74;0,86;0,09;30,06;-1,82;-5,98;-5,74;-20,12;-14,38;2,15;0,10;-0,69;-0,15;0,76;-49,14;-5,11;-11,40;0,10;0,90;0,85;1,39;;26.356.184,55;4,96;-2,44;0,16;2.778.983.191,50
BIDI11;10,40;;-238,07;1,08;0,23;50,04;-13,62;-5,22;-91,21;-91,21;;;12,42;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;9,67;-0,04;0,13;8.991.139.764,53
BIDI3;3,40;;-233,49;1,06;0,23;50,04;-13,62;-5,22;-89,46;-91,21;;;12,19;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIDI4;3,41;;-234,18;1,06;0,23;50,04;-13,62;-5,22;-89,72;-91,21;;;12,22;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIOM3;7,38;;-14,99;4,24;2,42;12,48;-36,57;-48,45;-19,86;-20,46;-0,60;0,13;7,26;8,22;-4,59;2,64;-28,30;-16,12;-14,98;0,57;0,43;0,33;74,06;;111.508,95;1,74;-0,49;0,92;1.009.890.506,16
BLAU3;13,67;2,47;8,68;1,08;0,71;39,95;23,89;15,99;5,81;6,30;0,49;0,09;1,39;2,20;-1,33;3,17;12,47;8,14;8,83;0,65;0,35;0,51;12,41;7,14;2.587.064,41;12,63;1,58;0,28;2.452.315.146,13
BLUT3;5,14;;-5,63;0,46;0,14;;;;-6,17;-4,91;-1,59;0,12;;-0,76;-0,14;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,20;14.115.600,06
BLUT4;1,52;;-1,66;0,14;0,04;;;;-1,82;-4,91;-1,59;0,12;;-0,22;-0,04;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,06;14.115.600,06
BMEB3;41,01;2,64;7,64;2,08;0,14;47,17;7,89;8,15;7,89;8,53;;;0,62;0,74;-0,18;;27,19;1,89;;0,07;0,93;0,23;21,54;38,42;77.527,47;19,74;5,37;9,88;4.643.926.110,64
BMEB4;49,70;2,39;9,26;2,52;0,17;47,17;7,89;8,15;9,57;8,53;;;0,76;0,89;-0,22;;27,19;1,89;;0,07;0,93;0,23;21,54;38,42;787.528,09;19,74;5,37;11,97;4.643.926.110,64
BMGB4;3,77;10,66;7,23;0,49;0,05;40,50;1,57;3,34;15,40;15,40;;;0,24;-0,12;-0,05;0,03;6,80;0,63;;0,09;0,91;0,19;20,01;-4,73;1.310.586,73;7,67;0,52;-0,30;2.198.786.189,47
BMIN3;22,99;1,54;12,40;0,78;0,18;25,17;27,33;16,16;7,33;7,12;;;2,00;62,11;-0,18;;6,28;1,46;;0,23;0,77;0,09;24,69;32,07;2.299,00;29,53;1,85;0,57;107.742.805,93
BMIN4;18,50;7,57;9,98;0,63;0,15;25,17;27,33;16,16;5,90;7,12;;;1,61;49,98;-0,15;;6,28;1,46;;0,23;0,77;0,09;24,69;32,07;4.598,09;29,53;1,85;0,46;107.742.805,93
BMKS3;440,00;7,53;2,60;0,77;0,60;29,89;-5,33;518,61;-253,28;-60,24;193,04;-0,59;13,50;0,88;-3,95;5,35;29,69;23,24;-14,23;0,78;0,22;0,04;-0,59;95,58;9.608,82;569,45;169,04;0,01;200.090.000,00
BMOB3;20,73;8,17;14,09;1,57;1,10;24,08;8,22;7,99;13,70;10,04;-3,65;-0,42;1,13;2,63;-3,31;2,65;11,17;7,77;5,25;0,70;0,30;0,97;57,50;28,16;6.426.997,14;13,17;1,47;1,31;1.774.661.966,16
BNBR3;96,00;6,22;3,50;0,64;0,13;45,86;50,57;29,88;2,07;2,07;;;1,05;2,86;-0,13;;18,25;3,64;;0,20;0,80;0,12;8,63;9,28;65.594,06;150,25;27,42;0,15;9.475.175.904,00
BOAS3;7,95;;15,22;1,83;1,70;56,53;19,25;32,39;25,60;18,69;-6,92;-0,50;4,93;3,34;-3,80;12,37;12,04;11,16;0,99;0,93;0,07;0,34;8,81;74,34;;4,34;0,52;1,98;4.212.250.617,75
BOBR3;1,00;;3,57;275,96;0,28;41,02;13,83;4,73;1,22;2,63;1,23;277,35;0,17;-15,43;-0,61;0,97;7.721,50;7,91;41,92;0,00;1,00;1,67;6,30;0,76;0,00;0,00;0,28;-0,11;298.607.062,22
BOBR4;1,31;;4,68;361,51;0,37;41,02;13,83;4,73;1,60;2,63;1,23;277,35;0,22;-20,21;-0,80;0,97;7.721,50;7,91;41,92;0,00;1,00;1,67;6,30;0,76;12.411,50;0,00;0,28;-0,15;298.607.062,22
BPAC11;45,55;2,32;13,85;2,61;0,26;43,02;42,32;35,02;11,46;11,46;;;4,85;-0,37;-0,27;0,01;18,87;1,91;;0,10;0,89;0,05;25,49;27,45;372.863.171,14;17,43;3,29;0,80;174.701.254.240,13
BPAC3;24,60;1,43;22,44;4,23;0,43;43,02;42,32;35,02;18,57;11,46;;;7,86;-0,59;-0,43;0,01;18,87;1,91;;0,10;0,89;0,05;25,49;27,45;94.525,64;5,81;1,10;1,30;174.701.254.240,13
BPAC5;10,34;3,40;9,43;1,78;0,18;43,02;42,32;35,02;7,80;11,46;;;3,30;-0,25;-0,18;0,01;18,87;1,91;;0,10;0,89;0,05;25,49;27,45;34.621,91;5,81;1,10;0,55;174.701.254.240,13
BPAN4;7,95;3,04;25,20;1,34;0,15;40,14;0,30;2,73;228,17;228,17;;;0,69;-111,89;-0,15;0,02;5,33;0,60;;0,11;0,89;0,22;10,77;-8,43;12.882.093,27;5,92;0,32;-0,73;10.089.107.215,50
BPAR3;117,42;6,67;3,81;0,50;0,06;50,96;11,97;8,37;2,66;2,66;;;0,32;4,03;-0,06;;13,14;1,51;;0,11;0,89;0,18;14,76;-1,95;0,00;234,80;30,85;-0,19;1.118.032.025,58
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74
BRAP3;15,26;12,09;5,54;0,68;0,68;;;;5,93;5,99;-0,29;-0,03;;24,07;-0,70;6,50;12,34;12,27;11,52;0,99;0,01;0,00;;;392.867,41;22,31;2,75;-0,14;6.355.803.665,40
BRAP4;16,66;12,18;6,05;0,75;0,74;;;;6,47;5,99;-0,29;-0,03;;26,27;-0,77;6,50;12,34;12,27;11,52;0,99;0,01;0,00;;;43.192.883,23;22,31;2,75;-0,15;6.355.803.665,40
BRAV3;18,40;;5,44;0,70;0,20;28,96;29,34;15,45;2,87;6,99;4,12;1,00;0,84;4,20;-0,24;1,37;12,81;3,61;7,83;0,28;0,72;0,23;206,24;;111.980.134,73;26,39;3,38;-0,01;8.541.049.300,80
BRBI11;17,20;12,03;10,00;2,24;0,12;100,00;3,91;51,30;131,32;38,53;-92,80;-1,58;5,13;2,74;-12,29;1,04;22,37;1,17;-0,24;0,05;0,95;0,02;-5,26;18,73;2.951.899,55;7,69;1,72;-4,48;1.805.926.108,80
BRBI3;0,00;;0,00;0,00;0,00;100,00;3,91;51,30;0,00;38,53;-92,80;-1,58;0,00;0,00;0,00;1,04;22,37;1,17;-0,24;0,05;0,95;0,02;-5,26;18,73;;2,56;0,57;0,00;1.805.926.108,80
BRBI4;0,00;;0,00;0,00;0,00;100,00;3,91;51,30;0,00;38,53;-92,80;-1,58;0,00;0,00;0,00;1,04;22,37;1,17;-0,24;0,05;0,95;0,02;-5,26;18,73;;2,56;0,57;0,00;1.805.926.108,80
BRFS3;19,59;3,60;9,19;1,96;0,51;26,31;11,49;5,61;4,48;5,25;0,77;0,34;0,52;2,94;-1,05;1,52;21,28;5,58;13,44;0,26;0,72;0,99;12,91;64,51;128.279.084,77;10,01;2,13;0,10;32.959.650.889,14
BRGE11;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52
BRGE12;13,47;;33,84;0,53;0,33;-4.115,33;-798,17;824,67;-34,96;21,81;56,17;-0,85;279,05;0,87;-0,77;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,52;974.940.393,52
BRGE3;13,50;;33,91;0,53;0,33;-4.115,33;-798,17;824,67;-35,04;21,81;56,17;-0,85;279,67;0,87;-0,77;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,52;974.940.393,52
BRGE5;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52
BRGE6;12,92;;32,46;0,51;0,32;-4.115,33;-798,17;824,67;-33,53;21,81;56,17;-0,85;267,65;0,83;-0,74;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,50;974.940.393,52
BRGE7;13,07;;32,83;0,51;0,32;-4.115,33;-798,17;824,67;-33,92;21,81;56,17;-0,85;270,76;0,84;-0,74;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,50;974.940.393,52
BRGE8;13,17;;33,08;0,52;0,32;-4.115,33;-798,17;824,67;-34,18;21,81;56,17;-0,85;272,83;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52
BRIV3;12,86;;388,74;0,67;0,04;12,70;-0,94;0,09;-37,40;-37,03;;;0,35;2,19;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;;19,32;0,03;-3,98;1.128.165.604,64
BRIV4;12,54;;379,07;0,65;0,04;12,70;-0,94;0,09;-36,47;-37,03;;;0,34;2,14;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;;19,32;0,03;-3,89;1.128.165.604,64
BRKM3;9,55;;-1,31;-2,00;0,08;6,52;-1,65;-7,47;-5,93;-34,06;-28,24;;0,10;1,44;-0,13;1,21;-152,67;-6,36;-9,59;-0,04;1,04;0,85;8,15;;158.394,27;-4,77;-7,29;0,04;7.471.663.750,08
BRKM5;9,14;;-1,25;-1,92;0,08;6,52;-1,65;-7,47;-5,67;-34,06;-28,24;;0,09;1,38;-0,12;1,21;-152,67;-6,36;-9,59;-0,04;1,04;0,85;8,15;;25.550.054,23;-4,77;-7,29;0,03;7.471.663.750,08
BRKM6;7,35;;-1,01;-1,54;0,06;6,52;-1,65;-7,47;-4,56;-34,06;-28,24;;0,08;1,11;-0,10;1,21;-152,67;-6,36;-9,59;-0,04;1,04;0,85;8,15;;4.608,36;-4,77;-7,29;0,03;7.471.663.750,08
BRML3;8,26;;12,55;0,57;0,34;88,79;65,47;33,24;6,37;8,29;1,92;0,17;4,17;7,22;-0,37;2,20;4,52;2,70;6,68;0,60;0,40;0,08;4,55;-15,42;;14,57;0,66;-0,16;6.770.891.280,44
BRPR3;131,17;;-0,56;0,05;0,04;100,00;-336,36;-123,98;-0,21;0,06;0,27;-0,07;0,70;1,73;-0,05;1,12;-9,55;-6,86;-31,25;0,72;0,28;0,06;-7,12;;;2.447,95;-233,75;0,01;60.919.545,44
BRQB3;0,00;;0,00;0,00;0,00;36,23;14,59;11,30;0,00;-1,51;-1,51;-0,54;0,00;0,00;0,00;2,45;27,79;17,88;17,45;0,64;0,35;1,58;6,83;17,37;;1,74;0,48;0,00;0,00
BRSR3;12,36;8,85;5,44;0,47;0,03;31,32;5,59;4,93;4,79;4,66;;;0,27;2,86;-0,03;2,06;8,58;0,59;;0,07;0,93;0,12;15,28;-6,05;62.370,00;26,49;2,27;-1,34;4.914.226.886,88
BRSR5;15,98;8,57;7,03;0,60;0,04;31,32;5,59;4,93;6,19;4,66;;;0,35;3,69;-0,04;2,06;8,58;0,59;;0,07;0,93;0,12;15,28;-6,05;3.195,00;26,49;2,27;-1,73;4.914.226.886,88
